1,0
2,5
3,14
4,13
5,21
6,31
7,18
8,20
9,37
10,38
11,40
12,37
13,45
14,17
15,36
16,26
17,31
18,15
19,16
20,16
21,23
22,26
23,31
24,21
25,16
26,9
27,21
28,14
29,12
30,15
31,12
32,23
33,24
34,26
35,23
36,30
37,12
38,11
39,14
40,19
41,17
42,12
43,8
44,15
45,15
46,10
47,14
48,5
49,9
50,11
51,5
52,9
53,5
