state,year,week,cases_accum
Aguascalientes,2013,30,0.0
Baja California,2013,30,370.0
Baja California Sur,2013,30,37.0
Campeche,2013,30,2.0
Coahuila,2013,30,151.0
Colima,2013,30,0.0
Chiapas,2013,30,0.0
Chihuahua,2013,30,2.0
Distrito Federal,2013,30,0.0
Durango,2013,30,0.0
Guanajuato,2013,30,4.0
Guerrero,2013,30,5.0
Hidalgo,2013,30,0.0
Jalisco,2013,30,1.0
México,2013,30,1.0
Michoacán,2013,30,55.0
Morelos,2013,30,3.0
Nayarit,2013,30,0.0
Nuevo León,2013,30,12.0
Oaxaca,2013,30,0.0
Puebla,2013,30,0.0
Querétaro,2013,30,0.0
Quintana Roo,2013,30,0.0
San Luis Potosí,2013,30,0.0
Sinaloa,2013,30,10.0
Sonora,2013,30,49.0
Tabasco,2013,30,0.0
Tamaulipas,2013,30,0.0
Tlaxcala,2013,30,0.0
Veracruz,2013,30,0.0
Yucatán,2013,30,0.0
Zacatecas,2013,30,1.0
Aguascalientes,2013,31,0.0
Baja California,2013,31,377.0
Baja California Sur,2013,31,38.0
Campeche,2013,31,2.0
Coahuila,2013,31,154.0
Colima,2013,31,0.0
Chiapas,2013,31,0.0
Chihuahua,2013,31,2.0
Distrito Federal,2013,31,0.0
Durango,2013,31,0.0
Guanajuato,2013,31,4.0
Guerrero,2013,31,5.0
Hidalgo,2013,31,0.0
Jalisco,2013,31,1.0
México,2013,31,1.0
Michoacán,2013,31,55.0
Morelos,2013,31,3.0
Nayarit,2013,31,0.0
Nuevo León,2013,31,12.0
Oaxaca,2013,31,0.0
Puebla,2013,31,0.0
Querétaro,2013,31,0.0
Quintana Roo,2013,31,0.0
San Luis Potosí,2013,31,0.0
Sinaloa,2013,31,10.0
Sonora,2013,31,50.0
Tabasco,2013,31,0.0
Tamaulipas,2013,31,0.0
Tlaxcala,2013,31,0.0
Veracruz,2013,31,0.0
Yucatán,2013,31,0.0
Zacatecas,2013,31,1.0
Aguascalientes,2013,32,0.0
Baja California,2013,32,388.0
Baja California Sur,2013,32,38.0
Campeche,2013,32,2.0
Coahuila,2013,32,159.0
Colima,2013,32,0.0
Chiapas,2013,32,0.0
Chihuahua,2013,32,2.0
Distrito Federal,2013,32,0.0
Durango,2013,32,0.0
Guanajuato,2013,32,4.0
Guerrero,2013,32,5.0
Hidalgo,2013,32,0.0
Jalisco,2013,32,1.0
México,2013,32,1.0
Michoacán,2013,32,55.0
Morelos,2013,32,3.0
Nayarit,2013,32,0.0
Nuevo León,2013,32,14.0
Oaxaca,2013,32,0.0
Puebla,2013,32,0.0
Querétaro,2013,32,0.0
Quintana Roo,2013,32,0.0
San Luis Potosí,2013,32,0.0
Sinaloa,2013,32,12.0
Sonora,2013,32,53.0
Tabasco,2013,32,0.0
Tamaulipas,2013,32,0.0
Tlaxcala,2013,32,0.0
Veracruz,2013,32,0.0
Yucatán,2013,32,0.0
Zacatecas,2013,32,1.0
Aguascalientes,2013,33,0.0
Baja California,2013,33,406.0
Baja California Sur,2013,33,39.0
Campeche,2013,33,2.0
Coahuila,2013,33,160.0
Colima,2013,33,0.0
Chiapas,2013,33,0.0
Chihuahua,2013,33,2.0
Distrito Federal,2013,33,0.0
Durango,2013,33,0.0
Guanajuato,2013,33,4.0
Guerrero,2013,33,5.0
Hidalgo,2013,33,0.0
Jalisco,2013,33,1.0
México,2013,33,1.0
Michoacán,2013,33,55.0
Morelos,2013,33,3.0
Nayarit,2013,33,0.0
Nuevo León,2013,33,15.0
Oaxaca,2013,33,0.0
Puebla,2013,33,0.0
Querétaro,2013,33,0.0
Quintana Roo,2013,33,0.0
San Luis Potosí,2013,33,0.0
Sinaloa,2013,33,13.0
Sonora,2013,33,55.0
Tabasco,2013,33,0.0
Tamaulipas,2013,33,0.0
Tlaxcala,2013,33,0.0
Veracruz,2013,33,0.0
Yucatán,2013,33,0.0
Zacatecas,2013,33,1.0
Aguascalientes,2013,34,0.0
Baja California,2013,34,420.0
Baja California Sur,2013,34,40.0
Campeche,2013,34,2.0
Coahuila,2013,34,162.0
Colima,2013,34,0.0
Chiapas,2013,34,0.0
Chihuahua,2013,34,2.0
Distrito Federal,2013,34,0.0
Durango,2013,34,0.0
Guanajuato,2013,34,4.0
Guerrero,2013,34,6.0
Hidalgo,2013,34,0.0
Jalisco,2013,34,1.0
México,2013,34,1.0
Michoacán,2013,34,58.0
Morelos,2013,34,3.0
Nayarit,2013,34,0.0
Nuevo León,2013,34,17.0
Oaxaca,2013,34,0.0
Puebla,2013,34,0.0
Querétaro,2013,34,0.0
Quintana Roo,2013,34,0.0
San Luis Potosí,2013,34,0.0
Sinaloa,2013,34,14.0
Sonora,2013,34,57.0
Tabasco,2013,34,0.0
Tamaulipas,2013,34,0.0
Tlaxcala,2013,34,0.0
Veracruz,2013,34,0.0
Yucatán,2013,34,0.0
Zacatecas,2013,34,1.0
Aguascalientes,2013,35,0.0
Baja California,2013,35,434.0
Baja California Sur,2013,35,41.0
Campeche,2013,35,2.0
Coahuila,2013,35,167.0
Colima,2013,35,0.0
Chiapas,2013,35,0.0
Chihuahua,2013,35,2.0
Distrito Federal,2013,35,0.0
Durango,2013,35,0.0
Guanajuato,2013,35,4.0
Guerrero,2013,35,6.0
Hidalgo,2013,35,0.0
Jalisco,2013,35,1.0
México,2013,35,1.0
Michoacán,2013,35,59.0
Morelos,2013,35,3.0
Nayarit,2013,35,0.0
Nuevo León,2013,35,17.0
Oaxaca,2013,35,0.0
Puebla,2013,35,0.0
Querétaro,2013,35,0.0
Quintana Roo,2013,35,0.0
San Luis Potosí,2013,35,0.0
Sinaloa,2013,35,14.0
Sonora,2013,35,59.0
Tabasco,2013,35,0.0
Tamaulipas,2013,35,0.0
Tlaxcala,2013,35,0.0
Veracruz,2013,35,0.0
Yucatán,2013,35,0.0
Zacatecas,2013,35,1.0
Aguascalientes,2013,36,0.0
Baja California,2013,36,454.0
Baja California Sur,2013,36,42.0
Campeche,2013,36,2.0
Coahuila,2013,36,170.0
Colima,2013,36,0.0
Chiapas,2013,36,0.0
Chihuahua,2013,36,2.0
Distrito Federal,2013,36,0.0
Durango,2013,36,0.0
Guanajuato,2013,36,4.0
Guerrero,2013,36,6.0
Hidalgo,2013,36,0.0
Jalisco,2013,36,1.0
México,2013,36,1.0
Michoacán,2013,36,61.0
Morelos,2013,36,3.0
Nayarit,2013,36,0.0
Nuevo León,2013,36,19.0
Oaxaca,2013,36,0.0
Puebla,2013,36,0.0
Querétaro,2013,36,0.0
Quintana Roo,2013,36,0.0
San Luis Potosí,2013,36,0.0
Sinaloa,2013,36,14.0
Sonora,2013,36,61.0
Tabasco,2013,36,0.0
Tamaulipas,2013,36,0.0
Tlaxcala,2013,36,0.0
Veracruz,2013,36,0.0
Yucatán,2013,36,0.0
Zacatecas,2013,36,1.0
Aguascalientes,2013,37,0.0
Baja California,2013,37,460.0
Baja California Sur,2013,37,43.0
Campeche,2013,37,2.0
Coahuila,2013,37,174.0
Colima,2013,37,0.0
Chiapas,2013,37,0.0
Chihuahua,2013,37,2.0
Distrito Federal,2013,37,0.0
Durango,2013,37,0.0
Guanajuato,2013,37,4.0
Guerrero,2013,37,6.0
Hidalgo,2013,37,0.0
Jalisco,2013,37,1.0
México,2013,37,1.0
Michoacán,2013,37,61.0
Morelos,2013,37,3.0
Nayarit,2013,37,0.0
Nuevo León,2013,37,19.0
Oaxaca,2013,37,0.0
Puebla,2013,37,0.0
Querétaro,2013,37,0.0
Quintana Roo,2013,37,0.0
San Luis Potosí,2013,37,0.0
Sinaloa,2013,37,14.0
Sonora,2013,37,62.0
Tabasco,2013,37,0.0
Tamaulipas,2013,37,0.0
Tlaxcala,2013,37,0.0
Veracruz,2013,37,0.0
Yucatán,2013,37,0.0
Zacatecas,2013,37,1.0
Aguascalientes,2013,38,0.0
Baja California,2013,38,466.0
Baja California Sur,2013,38,44.0
Campeche,2013,38,2.0
Coahuila,2013,38,175.0
Colima,2013,38,0.0
Chiapas,2013,38,0.0
Chihuahua,2013,38,2.0
Distrito Federal,2013,38,0.0
Durango,2013,38,1.0
Guanajuato,2013,38,4.0
Guerrero,2013,38,6.0
Hidalgo,2013,38,0.0
Jalisco,2013,38,1.0
México,2013,38,1.0
Michoacán,2013,38,62.0
Morelos,2013,38,3.0
Nayarit,2013,38,0.0
Nuevo León,2013,38,19.0
Oaxaca,2013,38,0.0
Puebla,2013,38,0.0
Querétaro,2013,38,0.0
Quintana Roo,2013,38,0.0
San Luis Potosí,2013,38,0.0
Sinaloa,2013,38,15.0
Sonora,2013,38,62.0
Tabasco,2013,38,0.0
Tamaulipas,2013,38,0.0
Tlaxcala,2013,38,0.0
Veracruz,2013,38,0.0
Yucatán,2013,38,0.0
Zacatecas,2013,38,1.0
Aguascalientes,2013,39,0.0
Baja California,2013,39,474.0
Baja California Sur,2013,39,46.0
Campeche,2013,39,2.0
Coahuila,2013,39,175.0
Colima,2013,39,0.0
Chiapas,2013,39,0.0
Chihuahua,2013,39,2.0
Distrito Federal,2013,39,0.0
Durango,2013,39,1.0
Guanajuato,2013,39,4.0
Guerrero,2013,39,6.0
Hidalgo,2013,39,0.0
Jalisco,2013,39,1.0
México,2013,39,1.0
Michoacán,2013,39,62.0
Morelos,2013,39,3.0
Nayarit,2013,39,0.0
Nuevo León,2013,39,20.0
Oaxaca,2013,39,0.0
Puebla,2013,39,0.0
Querétaro,2013,39,0.0
Quintana Roo,2013,39,0.0
San Luis Potosí,2013,39,0.0
Sinaloa,2013,39,16.0
Sonora,2013,39,64.0
Tabasco,2013,39,0.0
Tamaulipas,2013,39,0.0
Tlaxcala,2013,39,0.0
Veracruz,2013,39,0.0
Yucatán,2013,39,0.0
Zacatecas,2013,39,1.0
Aguascalientes,2013,40,0.0
Baja California,2013,40,480.0
Baja California Sur,2013,40,47.0
Campeche,2013,40,2.0
Coahuila,2013,40,179.0
Colima,2013,40,0.0
Chiapas,2013,40,0.0
Chihuahua,2013,40,2.0
Distrito Federal,2013,40,0.0
Durango,2013,40,1.0
Guanajuato,2013,40,5.0
Guerrero,2013,40,6.0
Hidalgo,2013,40,0.0
Jalisco,2013,40,1.0
México,2013,40,1.0
Michoacán,2013,40,62.0
Morelos,2013,40,3.0
Nayarit,2013,40,0.0
Nuevo León,2013,40,22.0
Oaxaca,2013,40,0.0
Puebla,2013,40,0.0
Querétaro,2013,40,0.0
Quintana Roo,2013,40,0.0
San Luis Potosí,2013,40,0.0
Sinaloa,2013,40,16.0
Sonora,2013,40,69.0
Tabasco,2013,40,0.0
Tamaulipas,2013,40,0.0
Tlaxcala,2013,40,0.0
Veracruz,2013,40,0.0
Yucatán,2013,40,0.0
Zacatecas,2013,40,1.0
Aguascalientes,2013,41,0.0
Baja California,2013,41,493.0
Baja California Sur,2013,41,47.0
Campeche,2013,41,2.0
Coahuila,2013,41,179.0
Colima,2013,41,0.0
Chiapas,2013,41,0.0
Chihuahua,2013,41,2.0
Distrito Federal,2013,41,0.0
Durango,2013,41,1.0
Guanajuato,2013,41,5.0
Guerrero,2013,41,6.0
Hidalgo,2013,41,0.0
Jalisco,2013,41,1.0
México,2013,41,1.0
Michoacán,2013,41,62.0
Morelos,2013,41,3.0
Nayarit,2013,41,0.0
Nuevo León,2013,41,22.0
Oaxaca,2013,41,0.0
Puebla,2013,41,0.0
Querétaro,2013,41,0.0
Quintana Roo,2013,41,0.0
San Luis Potosí,2013,41,0.0
Sinaloa,2013,41,18.0
Sonora,2013,41,71.0
Tabasco,2013,41,0.0
Tamaulipas,2013,41,0.0
Tlaxcala,2013,41,0.0
Veracruz,2013,41,0.0
Yucatán,2013,41,0.0
Zacatecas,2013,41,1.0
Aguascalientes,2013,42,0.0
Baja California,2013,42,502.0
Baja California Sur,2013,42,48.0
Campeche,2013,42,2.0
Coahuila,2013,42,179.0
Colima,2013,42,0.0
Chiapas,2013,42,0.0
Chihuahua,2013,42,2.0
Distrito Federal,2013,42,0.0
Durango,2013,42,1.0
Guanajuato,2013,42,5.0
Guerrero,2013,42,6.0
Hidalgo,2013,42,0.0
Jalisco,2013,42,1.0
México,2013,42,1.0
Michoacán,2013,42,62.0
Morelos,2013,42,3.0
Nayarit,2013,42,0.0
Nuevo León,2013,42,22.0
Oaxaca,2013,42,0.0
Puebla,2013,42,0.0
Querétaro,2013,42,0.0
Quintana Roo,2013,42,0.0
San Luis Potosí,2013,42,0.0
Sinaloa,2013,42,18.0
Sonora,2013,42,72.0
Tabasco,2013,42,0.0
Tamaulipas,2013,42,0.0
Tlaxcala,2013,42,0.0
Veracruz,2013,42,0.0
Yucatán,2013,42,0.0
Zacatecas,2013,42,2.0
Aguascalientes,2013,43,0.0
Baja California,2013,43,504.0
Baja California Sur,2013,43,48.0
Campeche,2013,43,2.0
Coahuila,2013,43,182.0
Colima,2013,43,0.0
Chiapas,2013,43,0.0
Chihuahua,2013,43,2.0
Distrito Federal,2013,43,0.0
Durango,2013,43,1.0
Guanajuato,2013,43,5.0
Guerrero,2013,43,6.0
Hidalgo,2013,43,0.0
Jalisco,2013,43,1.0
México,2013,43,1.0
Michoacán,2013,43,62.0
Morelos,2013,43,3.0
Nayarit,2013,43,0.0
Nuevo León,2013,43,22.0
Oaxaca,2013,43,0.0
Puebla,2013,43,0.0
Querétaro,2013,43,0.0
Quintana Roo,2013,43,0.0
San Luis Potosí,2013,43,0.0
Sinaloa,2013,43,19.0
Sonora,2013,43,74.0
Tabasco,2013,43,0.0
Tamaulipas,2013,43,0.0
Tlaxcala,2013,43,0.0
Veracruz,2013,43,0.0
Yucatán,2013,43,0.0
Zacatecas,2013,43,2.0
Aguascalientes,2013,44,0.0
Baja California,2013,44,510.0
Baja California Sur,2013,44,49.0
Campeche,2013,44,2.0
Coahuila,2013,44,186.0
Colima,2013,44,0.0
Chiapas,2013,44,0.0
Chihuahua,2013,44,2.0
Distrito Federal,2013,44,0.0
Durango,2013,44,1.0
Guanajuato,2013,44,5.0
Guerrero,2013,44,6.0
Hidalgo,2013,44,0.0
Jalisco,2013,44,1.0
México,2013,44,1.0
Michoacán,2013,44,62.0
Morelos,2013,44,3.0
Nayarit,2013,44,0.0
Nuevo León,2013,44,23.0
Oaxaca,2013,44,0.0
Puebla,2013,44,0.0
Querétaro,2013,44,0.0
Quintana Roo,2013,44,1.0
San Luis Potosí,2013,44,0.0
Sinaloa,2013,44,21.0
Sonora,2013,44,74.0
Tabasco,2013,44,0.0
Tamaulipas,2013,44,0.0
Tlaxcala,2013,44,0.0
Veracruz,2013,44,0.0
Yucatán,2013,44,0.0
Zacatecas,2013,44,2.0
Aguascalientes,2013,45,0.0
Baja California,2013,45,516.0
Baja California Sur,2013,45,49.0
Campeche,2013,45,2.0
Coahuila,2013,45,187.0
Colima,2013,45,0.0
Chiapas,2013,45,0.0
Chihuahua,2013,45,2.0
Distrito Federal,2013,45,0.0
Durango,2013,45,1.0
Guanajuato,2013,45,5.0
Guerrero,2013,45,6.0
Hidalgo,2013,45,0.0
Jalisco,2013,45,1.0
México,2013,45,1.0
Michoacán,2013,45,62.0
Morelos,2013,45,3.0
Nayarit,2013,45,0.0
Nuevo León,2013,45,28.0
Oaxaca,2013,45,0.0
Puebla,2013,45,0.0
Querétaro,2013,45,0.0
Quintana Roo,2013,45,1.0
San Luis Potosí,2013,45,0.0
Sinaloa,2013,45,23.0
Sonora,2013,45,75.0
Tabasco,2013,45,0.0
Tamaulipas,2013,45,0.0
Tlaxcala,2013,45,0.0
Veracruz,2013,45,0.0
Yucatán,2013,45,0.0
Zacatecas,2013,45,2.0
Aguascalientes,2013,46,0.0
Baja California,2013,46,520.0
Baja California Sur,2013,46,52.0
Campeche,2013,46,2.0
Coahuila,2013,46,188.0
Colima,2013,46,0.0
Chiapas,2013,46,0.0
Chihuahua,2013,46,2.0
Distrito Federal,2013,46,0.0
Durango,2013,46,1.0
Guanajuato,2013,46,5.0
Guerrero,2013,46,6.0
Hidalgo,2013,46,0.0
Jalisco,2013,46,1.0
México,2013,46,1.0
Michoacán,2013,46,62.0
Morelos,2013,46,3.0
Nayarit,2013,46,0.0
Nuevo León,2013,46,28.0
Oaxaca,2013,46,0.0
Puebla,2013,46,0.0
Querétaro,2013,46,0.0
Quintana Roo,2013,46,1.0
San Luis Potosí,2013,46,0.0
Sinaloa,2013,46,23.0
Sonora,2013,46,77.0
Tabasco,2013,46,0.0
Tamaulipas,2013,46,0.0
Tlaxcala,2013,46,0.0
Veracruz,2013,46,0.0
Yucatán,2013,46,0.0
Zacatecas,2013,46,2.0
Aguascalientes,2013,47,0.0
Baja California,2013,47,526.0
Baja California Sur,2013,47,54.0
Campeche,2013,47,2.0
Coahuila,2013,47,192.0
Colima,2013,47,0.0
Chiapas,2013,47,0.0
Chihuahua,2013,47,2.0
Distrito Federal,2013,47,0.0
Durango,2013,47,1.0
Guanajuato,2013,47,5.0
Guerrero,2013,47,6.0
Hidalgo,2013,47,0.0
Jalisco,2013,47,1.0
México,2013,47,1.0
Michoacán,2013,47,63.0
Morelos,2013,47,3.0
Nayarit,2013,47,0.0
Nuevo León,2013,47,28.0
Oaxaca,2013,47,0.0
Puebla,2013,47,0.0
Querétaro,2013,47,1.0
Quintana Roo,2013,47,0.0
San Luis Potosí,2013,47,23.0
Sinaloa,2013,47,78.0
Sonora,2013,47,0.0
Tabasco,2013,47,0.0
Tamaulipas,2013,47,0.0
Tlaxcala,2013,47,0.0
Veracruz,2013,47,0.0
Yucatán,2013,47,2.0
Zacatecas,2013,47,988.0
Aguascalientes,2013,48,0.0
Baja California,2013,48,529.0
Baja California Sur,2013,48,54.0
Campeche,2013,48,2.0
Coahuila,2013,48,192.0
Colima,2013,48,0.0
Chiapas,2013,48,0.0
Chihuahua,2013,48,2.0
Distrito Federal,2013,48,0.0
Durango,2013,48,1.0
Guanajuato,2013,48,5.0
Guerrero,2013,48,6.0
Hidalgo,2013,48,0.0
Jalisco,2013,48,1.0
México,2013,48,1.0
Michoacán,2013,48,64.0
Morelos,2013,48,3.0
Nayarit,2013,48,0.0
Nuevo León,2013,48,28.0
Oaxaca,2013,48,0.0
Puebla,2013,48,0.0
Querétaro,2013,48,0.0
Quintana Roo,2013,48,1.0
San Luis Potosí,2013,48,0.0
Sinaloa,2013,48,23.0
Sonora,2013,48,79.0
Tabasco,2013,48,0.0
Tamaulipas,2013,48,0.0
Tlaxcala,2013,48,0.0
Veracruz,2013,48,0.0
Yucatán,2013,48,0.0
Zacatecas,2013,48,2.0
Aguascalientes,2013,49,0.0
Baja California,2013,49,535.0
Baja California Sur,2013,49,54.0
Campeche,2013,49,2.0
Coahuila,2013,49,192.0
Colima,2013,49,0.0
Chiapas,2013,49,0.0
Chihuahua,2013,49,2.0
Distrito Federal,2013,49,0.0
Durango,2013,49,1.0
Guanajuato,2013,49,5.0
Guerrero,2013,49,7.0
Hidalgo,2013,49,0.0
Jalisco,2013,49,1.0
México,2013,49,1.0
Michoacán,2013,49,64.0
Morelos,2013,49,3.0
Nayarit,2013,49,0.0
Nuevo León,2013,49,28.0
Oaxaca,2013,49,0.0
Puebla,2013,49,0.0
Querétaro,2013,49,0.0
Quintana Roo,2013,49,1.0
San Luis Potosí,2013,49,0.0
Sinaloa,2013,49,23.0
Sonora,2013,49,81.0
Tabasco,2013,49,0.0
Tamaulipas,2013,49,0.0
Tlaxcala,2013,49,0.0
Veracruz,2013,49,0.0
Yucatán,2013,49,0.0
Zacatecas,2013,49,2.0
Aguascalientes,2013,50,0.0
Baja California,2013,50,543.0
Baja California Sur,2013,50,54.0
Campeche,2013,50,2.0
Coahuila,2013,50,192.0
Colima,2013,50,0.0
Chiapas,2013,50,0.0
Chihuahua,2013,50,2.0
Distrito Federal,2013,50,0.0
Durango,2013,50,1.0
Guanajuato,2013,50,5.0
Guerrero,2013,50,7.0
Hidalgo,2013,50,0.0
Jalisco,2013,50,1.0
México,2013,50,1.0
Michoacán,2013,50,67.0
Morelos,2013,50,3.0
Nayarit,2013,50,0.0
Nuevo León,2013,50,28.0
Oaxaca,2013,50,0.0
Puebla,2013,50,0.0
Querétaro,2013,50,0.0
Quintana Roo,2013,50,1.0
San Luis Potosí,2013,50,0.0
Sinaloa,2013,50,23.0
Sonora,2013,50,81.0
Tabasco,2013,50,0.0
Tamaulipas,2013,50,0.0
Tlaxcala,2013,50,0.0
Veracruz,2013,50,0.0
Yucatán,2013,50,0.0
Zacatecas,2013,50,2.0
Aguascalientes,2013,51,0.0
Baja California,2013,51,547.0
Baja California Sur,2013,51,54.0
Campeche,2013,51,2.0
Coahuila,2013,51,192.0
Colima,2013,51,0.0
Chiapas,2013,51,0.0
Chihuahua,2013,51,2.0
Distrito Federal,2013,51,0.0
Durango,2013,51,1.0
Guanajuato,2013,51,5.0
Guerrero,2013,51,7.0
Hidalgo,2013,51,0.0
Jalisco,2013,51,1.0
México,2013,51,1.0
Michoacán,2013,51,68.0
Morelos,2013,51,3.0
Nayarit,2013,51,0.0
Nuevo León,2013,51,28.0
Oaxaca,2013,51,0.0
Puebla,2013,51,0.0
Querétaro,2013,51,0.0
Quintana Roo,2013,51,1.0
San Luis Potosí,2013,51,0.0
Sinaloa,2013,51,23.0
Sonora,2013,51,81.0
Tabasco,2013,51,0.0
Tamaulipas,2013,51,0.0
Tlaxcala,2013,51,0.0
Veracruz,2013,51,0.0
Yucatán,2013,51,0.0
Zacatecas,2013,51,2.0
Aguascalientes,2013,52,0.0
Baja California,2013,52,555.0
Baja California Sur,2013,52,54.0
Campeche,2013,52,2.0
Coahuila,2013,52,192.0
Colima,2013,52,0.0
Chiapas,2013,52,0.0
Chihuahua,2013,52,2.0
Distrito Federal,2013,52,0.0
Durango,2013,52,1.0
Guanajuato,2013,52,6.0
Guerrero,2013,52,7.0
Hidalgo,2013,52,0.0
Jalisco,2013,52,1.0
México,2013,52,1.0
Michoacán,2013,52,68.0
Morelos,2013,52,3.0
Nayarit,2013,52,0.0
Nuevo León,2013,52,28.0
Oaxaca,2013,52,0.0
Puebla,2013,52,0.0
Querétaro,2013,52,0.0
Quintana Roo,2013,52,1.0
San Luis Potosí,2013,52,0.0
Sinaloa,2013,52,23.0
Sonora,2013,52,81.0
Tabasco,2013,52,0.0
Tamaulipas,2013,52,0.0
Tlaxcala,2013,52,0.0
Veracruz,2013,52,0.0
Yucatán,2013,52,0.0
Zacatecas,2013,52,2.0
Aguascalientes,2013,53,0.0
Baja California,2013,53,559.0
Baja California Sur,2013,53,54.0
Campeche,2013,53,2.0
Coahuila,2013,53,193.0
Colima,2013,53,0.0
Chiapas,2013,53,0.0
Chihuahua,2013,53,2.0
Distrito Federal,2013,53,0.0
Durango,2013,53,1.0
Guanajuato,2013,53,6.0
Guerrero,2013,53,7.0
Hidalgo,2013,53,0.0
Jalisco,2013,53,1.0
México,2013,53,1.0
Michoacán,2013,53,68.0
Morelos,2013,53,3.0
Nayarit,2013,53,0.0
Nuevo León,2013,53,28.0
Oaxaca,2013,53,0.0
Puebla,2013,53,0.0
Querétaro,2013,53,0.0
Quintana Roo,2013,53,1.0
San Luis Potosí,2013,53,0.0
Sinaloa,2013,53,23.0
Sonora,2013,53,81.0
Tabasco,2013,53,0.0
Tamaulipas,2013,53,0.0
Tlaxcala,2013,53,0.0
Veracruz,2013,53,0.0
Yucatán,2013,53,0.0
Zacatecas,2013,53,2.0
