estado,sem,m_acum,f_acum,acum,semana,year
Nayarit,0,0,0,0,26,2016
Nuevo León,0,0,4,4,26,2016
Oaxaca,0,0,0,0,26,2016
Puebla,0,0,0,0,26,2016
Querétaro,0,0,0,0,26,2016
Quintana Roo,0,0,0,0,26,2016
San Luis Potosí,0,0,0,0,26,2016
Sinaloa,0,0,0,5,26,2016
Sonora,0,0,8,7,26,2016
Tabasco,0,0,0,0,26,2016
Tamaulipas,0,0,2,1,26,2016
Tlaxcala,0,0,0,0,26,2016
Veracruz,0,0,1,3,26,2016
Yucatán,0,0,0,0,26,2016
Zacatecas,0,0,0,0,26,2016
TOTAL,0,1,28,31,26,2016
Aguascalientes,0,0,0,0,27,2016
Baja California,0,0,1,3,27,2016
Baja California Sur,0,0,0,1,27,2016
Campeche,0,0,1,0,27,2016
Coahuila,0,0,2,0,27,2016
Colima,0,0,0,0,27,2016
Chiapas,0,0,1,0,27,2016
Chihuahua,0,0,3,1,27,2016
Ciudad de México,0,0,0,0,27,2016
Durango,0,0,0,0,27,2016
Guanajuato,0,0,0,0,27,2016
Guerrero,0,0,0,0,27,2016
Hidalgo,0,0,0,0,27,2016
Jalisco,0,0,1,2,27,2016
México,0,0,0,0,27,2016
Michoacán,0,1,1,1,27,2016
Morelos,0,0,4,3,27,2016
Nayarit,0,0,0,0,27,2016
Nuevo León,0,0,4,4,27,2016
Oaxaca,0,0,0,0,27,2016
Puebla,0,0,0,0,27,2016
Querétaro,0,0,0,0,27,2016
Quintana Roo,0,0,0,0,27,2016
San Luis Potosí,0,0,0,0,27,2016
Sinaloa,0,2,0,7,27,2016
Sonora,0,1,8,8,27,2016
Tabasco,0,0,0,0,27,2016
Tamaulipas,0,0,2,1,27,2016
Tlaxcala,0,0,0,0,27,2016
Veracruz,0,0,1,3,27,2016
Yucatán,0,0,0,0,27,2016
Zacatecas,0,0,0,0,27,2016
TOTAL,0,4,29,34,27,2016
Aguascalientes,0,0,0,0,28,2016
Baja California,0,0,1,3,28,2016
Baja California Sur,0,0,0,1,28,2016
Campeche,0,0,1,0,28,2016
Coahuila,0,0,2,0,28,2016
Colima,0,0,0,0,28,2016
Chiapas,0,0,1,0,28,2016
Chihuahua,0,0,3,1,28,2016
Ciudad de México,0,0,0,0,28,2016
Durango,0,0,0,0,28,2016
Guanajuato,0,0,0,0,28,2016
Guerrero,0,0,0,0,28,2016
Hidalgo,0,0,0,0,28,2016
Jalisco,0,0,1,2,28,2016
México,0,0,0,0,28,2016
Michoacán,0,0,1,1,28,2016
Morelos,0,0,4,3,28,2016
Nayarit,0,0,0,0,28,2016
Nuevo León,0,0,4,4,28,2016
Oaxaca,0,0,0,0,28,2016
Puebla,0,0,0,0,28,2016
Querétaro,0,0,0,0,28,2016
Quintana Roo,0,0,0,0,28,2016
San Luis Potosí,0,0,0,0,28,2016
Sinaloa,0,0,0,7,28,2016
Sonora,0,0,8,8,28,2016
Tabasco,0,0,0,0,28,2016
Tamaulipas,0,0,2,1,28,2016
Tlaxcala,0,0,0,0,28,2016
Veracruz,0,0,1,3,28,2016
Yucatán,0,0,0,0,28,2016
Zacatecas,0,0,0,0,28,2016
TOTAL,0,0,29,34,28,2016
Aguascalientes,0,0,0,0,29,2016
Baja California,0,0,1,3,29,2016
Baja California Sur,0,0,0,1,29,2016
Campeche,0,0,1,0,29,2016
Coahuila,0,0,2,0,29,2016
Colima,0,0,0,0,29,2016
Chiapas,0,0,1,0,29,2016
Chihuahua,0,0,3,1,29,2016
Ciudad de México,0,0,0,0,29,2016
Durango,0,0,0,0,29,2016
Guanajuato,0,0,0,0,29,2016
Guerrero,0,0,0,0,29,2016
Hidalgo,0,0,0,0,29,2016
Jalisco,0,0,1,2,29,2016
México,0,0,0,0,29,2016
Michoacán,0,0,1,1,29,2016
Morelos,0,0,4,3,29,2016
Nayarit,0,0,0,0,29,2016
Nuevo León,0,0,4,4,29,2016
Oaxaca,0,0,0,0,29,2016
Puebla,0,0,0,0,29,2016
Querétaro,0,0,0,0,29,2016
Quintana Roo,0,0,0,0,29,2016
San Luis Potosí,0,0,0,0,29,2016
Sinaloa,0,0,0,7,29,2016
Sonora,0,0,8,8,29,2016
Tabasco,0,0,0,0,29,2016
Tamaulipas,0,0,2,1,29,2016
Tlaxcala,0,0,0,0,29,2016
Veracruz,0,0,1,3,29,2016
Yucatán,0,0,0,0,29,2016
Zacatecas,0,0,0,0,29,2016
TOTAL,0,0,29,34,29,2016
Aguascalientes,0,0,0,0,30,2016
Baja California,0,0,1,3,30,2016
Baja California Sur,0,0,0,1,30,2016
Campeche,0,0,1,0,30,2016
Coahuila,0,0,2,0,30,2016
Colima,0,0,0,0,30,2016
Chiapas,0,0,1,0,30,2016
Chihuahua,0,0,3,1,30,2016
Ciudad de México,0,0,0,0,30,2016
Durango,0,0,0,0,30,2016
Guanajuato,0,0,0,0,30,2016
Guerrero,0,0,0,0,30,2016
Hidalgo,0,0,0,0,30,2016
Jalisco,0,0,1,2,30,2016
México,0,0,0,0,30,2016
Michoacán,0,0,1,1,30,2016
Morelos,0,0,4,3,30,2016
Nayarit,0,0,0,0,30,2016
Nuevo León,0,0,4,4,30,2016
Oaxaca,0,0,0,0,30,2016
Puebla,0,0,0,0,30,2016
Querétaro,0,0,0,0,30,2016
Quintana Roo,0,0,0,0,30,2016
San Luis Potosí,0,0,0,0,30,2016
Sinaloa,0,0,0,7,30,2016
Sonora,0,0,8,8,30,2016
Tabasco,0,0,0,0,30,2016
Tamaulipas,0,0,2,1,30,2016
Tlaxcala,0,0,0,0,30,2016
Veracruz,0,0,1,3,30,2016
Yucatán,0,0,0,0,30,2016
Zacatecas,0,0,0,0,30,2016
TOTAL,0,0,29,34,30,2016
Aguascalientes,0,0,0,0,31,2016
Baja California,0,0,1,3,31,2016
Baja California Sur,0,0,0,1,31,2016
Campeche,0,0,1,0,31,2016
Coahuila,0,0,2,0,31,2016
Colima,0,0,0,0,31,2016
Chiapas,0,0,1,0,31,2016
Chihuahua,0,0,3,1,31,2016
Ciudad de México,0,0,0,0,31,2016
Durango,0,0,0,0,31,2016
Guanajuato,0,0,0,0,31,2016
Guerrero,0,0,0,0,31,2016
Hidalgo,0,0,0,0,31,2016
Jalisco,0,0,1,2,31,2016
México,0,0,0,0,31,2016
Michoacán,0,0,1,1,31,2016
Morelos,0,0,4,3,31,2016
Nayarit,0,0,0,0,31,2016
Nuevo León,0,0,4,4,31,2016
Oaxaca,0,0,0,0,31,2016
Puebla,0,0,0,0,31,2016
Querétaro,0,0,0,0,31,2016
Quintana Roo,0,0,0,0,31,2016
San Luis Potosí,0,0,0,0,31,2016
Sinaloa,0,0,0,7,31,2016
Sonora,0,0,8,8,31,2016
Tabasco,0,0,0,0,31,2016
Tamaulipas,0,0,2,1,31,2016
Tlaxcala,0,0,0,0,31,2016
Veracruz,0,0,1,3,31,2016
Yucatán,0,0,0,0,31,2016
Zacatecas,0,0,0,0,31,2016
TOTAL,0,0,29,34,31,2016
Aguascalientes,0,0,0,0,32,2016
Baja California,0,0,1,3,32,2016
Baja California Sur,0,0,0,1,32,2016
Campeche,0,0,1,0,32,2016
Coahuila,0,0,2,0,32,2016
Colima,0,0,0,0,32,2016
Chiapas,0,0,1,0,32,2016
Chihuahua,0,0,3,1,32,2016
Ciudad de México,0,0,0,0,32,2016
Durango,0,0,0,0,32,2016
Guanajuato,0,0,0,0,32,2016
Guerrero,0,0,0,0,32,2016
Hidalgo,0,0,0,0,32,2016
Jalisco,0,0,1,2,32,2016
México,0,0,0,0,32,2016
Michoacán,0,0,1,1,32,2016
Morelos,0,0,4,3,32,2016
Nayarit,0,0,0,0,32,2016
Nuevo León,0,0,4,4,32,2016
Oaxaca,0,0,0,0,32,2016
Puebla,0,0,0,0,32,2016
Querétaro,0,0,0,0,32,2016
Quintana Roo,0,0,0,0,32,2016
San Luis Potosí,0,0,0,0,32,2016
Sinaloa,0,0,0,7,32,2016
Sonora,0,0,8,8,32,2016
Tabasco,0,0,0,0,32,2016
Tamaulipas,0,0,2,1,32,2016
Tlaxcala,0,0,0,0,32,2016
Veracruz,0,0,1,3,32,2016
Yucatán,0,0,0,0,32,2016
Zacatecas,0,0,0,0,32,2016
TOTAL,0,0,29,34,32,2016
Aguascalientes,0,0,0,0,33,2016
Baja California,0,0,1,3,33,2016
Baja California Sur,0,0,0,1,33,2016
Campeche,0,0,1,0,33,2016
Coahuila,0,0,2,0,33,2016
Colima,0,0,0,0,33,2016
Chiapas,0,0,1,0,33,2016
Chihuahua,0,0,3,1,33,2016
Ciudad de México,0,0,0,0,33,2016
Durango,0,0,0,0,33,2016
Guanajuato,0,0,0,0,33,2016
Guerrero,0,0,0,0,33,2016
Hidalgo,0,0,0,0,33,2016
Jalisco,0,0,1,2,33,2016
México,0,0,0,0,33,2016
Michoacán,0,0,1,1,33,2016
Morelos,0,0,4,3,33,2016
Nayarit,0,0,0,0,33,2016
Nuevo León,0,0,4,4,33,2016
Oaxaca,0,0,0,0,33,2016
Puebla,0,0,0,0,33,2016
Querétaro,0,0,0,0,33,2016
Quintana Roo,0,0,0,0,33,2016
San Luis Potosí,0,0,0,0,33,2016
Sinaloa,0,0,0,7,33,2016
Sonora,0,0,8,8,33,2016
Tabasco,0,0,0,0,33,2016
Tamaulipas,0,0,2,1,33,2016
Tlaxcala,0,0,0,0,33,2016
Veracruz,0,0,1,3,33,2016
Yucatán,0,0,0,0,33,2016
Zacatecas,0,0,0,0,33,2016
TOTAL,0,0,29,34,33,2016
Aguascalientes,0,0,0,0,34,2016
Baja California,0,0,1,3,34,2016
Baja California Sur,0,0,0,1,34,2016
Campeche,0,0,1,0,34,2016
Coahuila,0,0,2,0,34,2016
Colima,0,0,0,0,34,2016
Chiapas,0,0,1,0,34,2016
Chihuahua,0,0,3,1,34,2016
Ciudad de México,0,0,0,0,34,2016
Durango,0,0,0,0,34,2016
Guanajuato,0,0,0,0,34,2016
Guerrero,0,0,0,0,34,2016
Hidalgo,0,0,0,0,34,2016
Jalisco,0,0,1,2,34,2016
México,0,0,0,0,34,2016
Michoacán,0,0,1,1,34,2016
Morelos,0,0,4,3,34,2016
Nayarit,0,0,0,0,34,2016
Nuevo León,0,0,4,4,34,2016
Oaxaca,0,0,0,0,34,2016
Puebla,0,0,0,0,34,2016
Querétaro,0,0,0,0,34,2016
Quintana Roo,0,0,0,0,34,2016
San Luis Potosí,0,0,0,0,34,2016
Sinaloa,0,0,0,7,34,2016
Sonora,0,0,8,8,34,2016
Tabasco,0,0,0,0,34,2016
Tamaulipas,0,0,2,1,34,2016
Tlaxcala,0,0,0,0,34,2016
Veracruz,0,0,1,3,34,2016
Yucatán,0,0,0,0,34,2016
Zacatecas,0,0,0,0,34,2016
TOTAL,0,0,29,34,34,2016
Aguascalientes,0,0,0,0,35,2016
Baja California,0,0,1,3,35,2016
Baja California Sur,0,0,0,1,35,2016
Campeche,0,0,1,0,35,2016
Coahuila,0,0,2,0,35,2016
Colima,0,0,0,0,35,2016
Chiapas,0,0,1,0,35,2016
Chihuahua,0,0,3,1,35,2016
Ciudad de México,0,0,0,0,35,2016
Durango,0,0,0,0,35,2016
Guanajuato,0,0,0,0,35,2016
Guerrero,0,0,0,0,35,2016
Hidalgo,0,0,0,0,35,2016
Jalisco,0,0,1,2,35,2016
México,0,0,0,0,35,2016
Michoacán,0,0,1,1,35,2016
Morelos,0,0,4,3,35,2016
Nayarit,0,0,0,0,35,2016
Nuevo León,0,0,4,4,35,2016
Oaxaca,0,0,0,0,35,2016
Puebla,0,0,0,0,35,2016
Querétaro,0,0,0,0,35,2016
Quintana Roo,0,0,0,0,35,2016
San Luis Potosí,0,0,0,0,35,2016
Sinaloa,0,0,0,7,35,2016
Sonora,0,0,8,8,35,2016
Tabasco,0,0,0,0,35,2016
Tamaulipas,0,0,2,1,35,2016
Tlaxcala,0,0,0,0,35,2016
Veracruz,0,0,1,3,35,2016
Yucatán,0,0,0,0,35,2016
Zacatecas,0,0,0,0,35,2016
TOTAL,0,0,29,34,35,2016
Aguascalientes,0,0,0,0,36,2016
Baja California,0,0,1,3,36,2016
Baja California Sur,0,0,0,1,36,2016
Campeche,0,0,1,0,36,2016
Coahuila,0,0,2,0,36,2016
Colima,0,0,0,0,36,2016
Chiapas,0,0,1,0,36,2016
Chihuahua,0,0,3,1,36,2016
Ciudad de México,0,0,0,0,36,2016
Durango,0,0,0,0,36,2016
Guanajuato,0,0,0,0,36,2016
Guerrero,0,0,0,0,36,2016
Hidalgo,0,0,0,0,36,2016
Jalisco,0,0,1,2,36,2016
México,0,0,0,0,36,2016
Michoacán,0,0,1,1,36,2016
Morelos,0,0,4,3,36,2016
Nayarit,0,0,0,0,36,2016
Nuevo León,0,0,4,4,36,2016
Oaxaca,0,0,0,0,36,2016
Puebla,0,0,0,0,36,2016
Querétaro,0,0,0,0,36,2016
Quintana Roo,0,0,0,0,36,2016
San Luis Potosí,0,0,0,0,36,2016
Sinaloa,0,0,0,7,36,2016
Sonora,0,0,8,8,36,2016
Tabasco,0,0,0,0,36,2016
Tamaulipas,0,0,2,1,36,2016
Tlaxcala,0,0,0,0,36,2016
Veracruz,0,0,1,3,36,2016
Yucatán,0,0,0,0,36,2016
Zacatecas,0,0,0,0,36,2016
TOTAL,0,0,29,34,36,2016
Aguascalientes,0,0,0,0,37,2016
Baja California,0,0,1,3,37,2016
Baja California Sur,0,0,0,1,37,2016
Campeche,0,0,1,0,37,2016
Coahuila,0,0,2,0,37,2016
Colima,0,0,0,0,37,2016
Chiapas,0,0,1,0,37,2016
Chihuahua,0,0,3,1,37,2016
Ciudad de México,0,0,0,0,37,2016
Durango,0,0,0,0,37,2016
Guanajuato,0,0,0,0,37,2016
Guerrero,0,0,0,0,37,2016
Hidalgo,0,0,0,0,37,2016
Jalisco,0,0,1,2,37,2016
México,0,0,0,0,37,2016
Michoacán,0,0,1,1,37,2016
Morelos,0,0,4,3,37,2016
Nayarit,0,0,0,0,37,2016
Nuevo León,0,0,4,4,37,2016
Oaxaca,0,0,0,0,37,2016
Puebla,0,0,0,0,37,2016
Querétaro,0,0,0,0,37,2016
Quintana Roo,0,0,0,0,37,2016
San Luis Potosí,0,0,0,0,37,2016
Sinaloa,0,0,0,7,37,2016
Sonora,0,0,8,8,37,2016
Tabasco,0,0,0,0,37,2016
Tamaulipas,0,0,2,1,37,2016
Tlaxcala,0,0,0,0,37,2016
Veracruz,0,0,1,3,37,2016
Yucatán,0,0,0,0,37,2016
Zacatecas,0,0,0,0,37,2016
TOTAL,0,0,29,34,37,2016
Aguascalientes,0,0,0,0,38,2016
Baja California,0,0,1,3,38,2016
Baja California Sur,0,0,0,1,38,2016
Campeche,0,0,1,0,38,2016
Coahuila,0,0,2,0,38,2016
Colima,0,0,0,0,38,2016
Chiapas,0,0,1,0,38,2016
Chihuahua,0,0,3,1,38,2016
Ciudad de México,0,0,0,0,38,2016
Durango,0,0,0,0,38,2016
Guanajuato,0,0,0,0,38,2016
Guerrero,0,0,0,0,38,2016
Hidalgo,0,0,0,0,38,2016
Jalisco,0,0,1,2,38,2016
México,0,0,0,0,38,2016
Michoacán,0,0,1,1,38,2016
Morelos,0,0,4,3,38,2016
Nayarit,0,0,0,0,38,2016
Nuevo León,0,0,4,4,38,2016
Oaxaca,0,0,0,0,38,2016
Puebla,0,0,0,0,38,2016
Querétaro,0,0,0,0,38,2016
Quintana Roo,0,0,0,0,38,2016
San Luis Potosí,0,0,0,0,38,2016
Sinaloa,0,0,0,7,38,2016
Sonora,0,0,8,8,38,2016
Tabasco,0,0,0,0,38,2016
Tamaulipas,0,0,2,1,38,2016
Tlaxcala,0,0,0,0,38,2016
Veracruz,0,0,1,3,38,2016
Yucatán,0,0,0,0,38,2016
Zacatecas,0,0,0,0,38,2016
TOTAL,0,0,29,34,38,2016
Aguascalientes,0,0,0,0,39,2016
Baja California,0,0,1,3,39,2016
Baja California Sur,0,0,0,1,39,2016
Campeche,0,0,1,0,39,2016
Coahuila,0,0,2,0,39,2016
Colima,0,0,0,0,39,2016
Chiapas,0,0,1,0,39,2016
Chihuahua,0,0,3,1,39,2016
Ciudad de México,0,0,0,0,39,2016
Durango,0,0,0,0,39,2016
Guanajuato,0,0,0,0,39,2016
Guerrero,0,0,0,0,39,2016
Hidalgo,0,0,0,0,39,2016
Jalisco,0,0,1,2,39,2016
México,0,0,0,0,39,2016
Michoacán,0,0,1,1,39,2016
Morelos,0,0,4,3,39,2016
Nayarit,0,0,0,0,39,2016
Nuevo León,0,0,4,4,39,2016
Oaxaca,0,0,0,0,39,2016
Puebla,0,0,0,0,39,2016
Querétaro,0,0,0,0,39,2016
Quintana Roo,0,0,0,0,39,2016
San Luis Potosí,0,0,0,0,39,2016
Sinaloa,0,0,0,7,39,2016
Sonora,0,0,8,8,39,2016
Tabasco,0,0,0,0,39,2016
Tamaulipas,0,0,2,1,39,2016
Tlaxcala,0,0,0,0,39,2016
Veracruz,0,0,1,3,39,2016
Yucatán,0,0,0,0,39,2016
Zacatecas,0,0,0,0,39,2016
TOTAL,0,0,29,34,39,2016
Aguascalientes,0,0,0,0,40,2016
Baja California,0,0,1,3,40,2016
Baja California Sur,0,0,0,1,40,2016
Campeche,0,0,1,0,40,2016
Coahuila,0,0,2,0,40,2016
Colima,0,0,0,0,40,2016
Chiapas,0,0,1,0,40,2016
Chihuahua,0,0,3,1,40,2016
Ciudad de México,0,0,0,0,40,2016
Durango,0,0,0,0,40,2016
Guanajuato,0,0,0,0,40,2016
Guerrero,0,0,0,0,40,2016
Hidalgo,0,0,0,0,40,2016
Jalisco,0,0,1,2,40,2016
México,0,0,0,0,40,2016
Michoacán,0,0,1,1,40,2016
Morelos,0,0,4,3,40,2016
Nayarit,0,0,0,0,40,2016
Nuevo León,0,0,4,4,40,2016
Oaxaca,0,0,0,0,40,2016
Puebla,0,0,0,0,40,2016
Querétaro,0,0,0,0,40,2016
Quintana Roo,0,0,0,0,40,2016
San Luis Potosí,0,0,0,0,40,2016
Sinaloa,0,0,0,7,40,2016
Sonora,0,0,8,8,40,2016
Tabasco,0,0,0,0,40,2016
Tamaulipas,0,0,2,1,40,2016
Tlaxcala,0,0,0,0,40,2016
Veracruz,0,0,1,3,40,2016
Yucatán,0,0,0,0,40,2016
Zacatecas,0,0,0,0,40,2016
TOTAL,0,0,29,34,40,2016
Aguascalientes,0,0,0,0,41,2016
Baja California,0,0,1,3,41,2016
Baja California Sur,0,0,0,1,41,2016
Campeche,0,0,1,0,41,2016
Coahuila,0,0,2,0,41,2016
Colima,0,0,0,0,41,2016
Chiapas,0,0,1,0,41,2016
Chihuahua,0,0,3,1,41,2016
Ciudad de México,0,0,0,0,41,2016
Durango,0,0,0,0,41,2016
Guanajuato,0,0,0,0,41,2016
Guerrero,0,0,0,0,41,2016
Hidalgo,0,0,0,0,41,2016
Jalisco,0,0,1,2,41,2016
México,0,0,0,0,41,2016
Michoacán,0,0,1,1,41,2016
Morelos,0,0,4,3,41,2016
Nayarit,0,0,0,0,41,2016
Nuevo León,0,0,4,4,41,2016
Oaxaca,0,0,0,0,41,2016
Puebla,0,0,0,0,41,2016
Querétaro,0,0,0,0,41,2016
Quintana Roo,0,0,0,0,41,2016
San Luis Potosí,0,0,0,0,41,2016
Sinaloa,0,0,0,7,41,2016
Sonora,0,0,8,8,41,2016
Tabasco,0,0,0,0,41,2016
Tamaulipas,0,0,2,1,41,2016
Tlaxcala,0,0,0,0,41,2016
Veracruz,0,0,1,3,41,2016
Yucatán,0,0,0,0,41,2016
Zacatecas,0,0,0,0,41,2016
TOTAL,0,0,29,34,41,2016
Aguascalientes,0,0,0,0,42,2016
Baja California,0,0,1,3,42,2016
Baja California Sur,0,0,0,1,42,2016
Campeche,0,0,1,0,42,2016
Coahuila,0,0,2,0,42,2016
Colima,0,0,0,0,42,2016
Chiapas,0,0,1,0,42,2016
Chihuahua,0,0,3,1,42,2016
Ciudad de México,0,0,0,0,42,2016
Durango,0,0,0,0,42,2016
Guanajuato,0,0,0,0,42,2016
Guerrero,0,0,0,0,42,2016
Hidalgo,0,0,0,0,42,2016
Jalisco,0,0,1,2,42,2016
México,0,0,0,0,42,2016
Michoacán,0,0,1,1,42,2016
Morelos,0,0,4,3,42,2016
Nayarit,0,0,0,0,42,2016
Nuevo León,0,0,4,4,42,2016
Oaxaca,0,0,0,0,42,2016
Puebla,0,0,0,0,42,2016
Querétaro,0,0,0,0,42,2016
Quintana Roo,0,0,0,0,42,2016
San Luis Potosí,0,0,0,0,42,2016
Sinaloa,0,0,0,7,42,2016
Sonora,0,0,8,8,42,2016
Tabasco,0,0,0,0,42,2016
Tamaulipas,0,0,2,1,42,2016
Tlaxcala,0,0,0,0,42,2016
Veracruz,0,0,1,3,42,2016
Yucatán,0,0,0,0,42,2016
Zacatecas,0,0,0,0,42,2016
TOTAL,0,0,29,34,42,2016
Aguascalientes,0,0,0,0,43,2016
Baja California,0,0,1,3,43,2016
Baja California Sur,0,0,0,1,43,2016
Campeche,0,0,1,0,43,2016
Coahuila,0,0,2,0,43,2016
Colima,0,0,0,0,43,2016
Chiapas,0,0,1,0,43,2016
Chihuahua,0,0,3,1,43,2016
Ciudad de México,0,0,0,0,43,2016
Durango,0,0,0,0,43,2016
Guanajuato,0,0,0,0,43,2016
Guerrero,0,0,0,0,43,2016
Hidalgo,0,0,0,0,43,2016
Jalisco,0,0,1,2,43,2016
México,0,0,0,0,43,2016
Michoacán,0,0,1,1,43,2016
Morelos,0,0,4,3,43,2016
Nayarit,0,0,0,0,43,2016
Nuevo León,0,0,4,4,43,2016
Oaxaca,0,0,0,0,43,2016
Puebla,0,0,0,0,43,2016
Querétaro,0,0,0,0,43,2016
Quintana Roo,0,0,0,0,43,2016
San Luis Potosí,0,0,0,0,43,2016
Sinaloa,0,0,0,7,43,2016
Sonora,0,0,8,8,43,2016
Tabasco,0,0,0,0,43,2016
Tamaulipas,0,0,2,1,43,2016
Tlaxcala,0,0,0,0,43,2016
Veracruz,0,0,1,3,43,2016
Yucatán,0,0,0,0,43,2016
Zacatecas,0,0,0,0,43,2016
TOTAL,0,0,29,34,43,2016
Aguascalientes,0,0,0,0,44,2016
Baja California,0,0,1,3,44,2016
Baja California Sur,0,0,0,1,44,2016
Campeche,0,0,1,0,44,2016
Coahuila,0,0,2,0,44,2016
Colima,0,0,0,0,44,2016
Chiapas,0,0,1,0,44,2016
Chihuahua,0,0,3,1,44,2016
Ciudad de México,0,0,0,0,44,2016
Durango,0,0,0,0,44,2016
Guanajuato,0,0,0,0,44,2016
Guerrero,0,0,0,0,44,2016
Hidalgo,0,0,0,0,44,2016
Jalisco,0,0,1,2,44,2016
México,0,0,0,0,44,2016
Michoacán,0,0,1,1,44,2016
Morelos,0,0,4,3,44,2016
Nayarit,0,0,0,0,44,2016
Nuevo León,0,0,4,4,44,2016
Oaxaca,0,0,0,0,44,2016
Puebla,0,0,0,0,44,2016
Querétaro,0,0,0,0,44,2016
Quintana Roo,0,0,0,0,44,2016
San Luis Potosí,0,0,0,0,44,2016
Sinaloa,0,0,0,7,44,2016
Sonora,0,0,8,8,44,2016
Tabasco,0,0,0,0,44,2016
Tamaulipas,0,0,2,1,44,2016
Tlaxcala,0,0,0,0,44,2016
Veracruz,0,0,1,3,44,2016
Yucatán,0,0,0,0,44,2016
Zacatecas,0,0,0,0,44,2016
TOTAL,0,0,29,34,44,2016
Aguascalientes,0,0,0,0,45,2016
Baja California,0,0,1,3,45,2016
Baja California Sur,0,0,0,1,45,2016
Campeche,0,0,1,0,45,2016
Coahuila,0,0,2,0,45,2016
Colima,0,0,0,0,45,2016
Chiapas,0,0,1,0,45,2016
Chihuahua,0,0,3,1,45,2016
Ciudad de México,0,0,0,0,45,2016
Durango,0,0,0,0,45,2016
Guanajuato,0,0,0,0,45,2016
Guerrero,0,0,0,0,45,2016
Hidalgo,0,0,0,0,45,2016
Jalisco,0,0,1,2,45,2016
México,0,0,0,0,45,2016
Michoacán,0,0,1,1,45,2016
Morelos,0,0,4,3,45,2016
Nayarit,0,0,0,0,45,2016
Nuevo León,0,0,4,4,45,2016
Oaxaca,0,0,0,0,45,2016
Puebla,0,0,0,0,45,2016
Querétaro,0,0,0,0,45,2016
Quintana Roo,0,0,0,0,45,2016
San Luis Potosí,0,0,0,0,45,2016
Sinaloa,0,0,0,7,45,2016
Sonora,0,10,14,12,45,2016
Tabasco,0,0,0,0,45,2016
Tamaulipas,0,0,2,1,45,2016
Tlaxcala,0,0,0,0,45,2016
Veracruz,0,0,1,3,45,2016
Yucatán,0,0,0,0,45,2016
Zacatecas,0,0,0,0,45,2016
TOTAL,0,10,35,38,45,2016
Aguascalientes,0,0,0,0,46,2016
Baja California,0,0,1,3,46,2016
Baja California Sur,0,0,0,1,46,2016
Campeche,0,0,1,0,46,2016
Coahuila,0,0,2,0,46,2016
Colima,0,0,0,0,46,2016
Chiapas,0,0,1,0,46,2016
Chihuahua,0,0,3,1,46,2016
Ciudad de México,0,0,0,0,46,2016
Durango,0,0,0,0,46,2016
Guanajuato,0,0,0,0,46,2016
Guerrero,0,0,0,0,46,2016
Hidalgo,0,0,0,0,46,2016
Jalisco,0,0,1,2,46,2016
México,0,0,0,0,46,2016
Michoacán,0,0,1,1,46,2016
Morelos,0,0,4,3,46,2016
Nayarit,0,0,0,0,46,2016
Nuevo León,0,0,4,4,46,2016
Oaxaca,0,0,0,0,46,2016
Puebla,0,0,0,0,46,2016
Querétaro,0,0,0,0,46,2016
Quintana Roo,0,0,0,0,46,2016
San Luis Potosí,0,0,0,0,46,2016
Sinaloa,0,0,0,7,46,2016
Sonora,0,9,17,18,46,2016
Tabasco,0,0,0,0,46,2016
Tamaulipas,0,0,2,1,46,2016
Tlaxcala,0,0,0,0,46,2016
Veracruz,0,0,1,3,46,2016
Yucatán,0,0,0,0,46,2016
Zacatecas,0,0,0,0,46,2016
TOTAL,0,9,38,44,46,2016
Aguascalientes,0,0,0,0,47,2016
Baja California,0,0,1,3,47,2016
Baja California Sur,0,0,0,1,47,2016
Campeche,0,0,1,0,47,2016
Coahuila,0,0,2,0,47,2016
Colima,0,0,0,0,47,2016
Chiapas,0,0,1,0,47,2016
Chihuahua,0,0,3,1,47,2016
Ciudad de México,0,0,0,0,47,2016
Durango,0,0,0,0,47,2016
Guanajuato,0,0,0,0,47,2016
Guerrero,0,0,0,0,47,2016
Hidalgo,0,0,0,0,47,2016
Jalisco,0,0,1,2,47,2016
México,0,0,0,0,47,2016
Michoacán,0,0,1,1,47,2016
Morelos,0,0,4,3,47,2016
Nayarit,0,0,0,0,47,2016
Nuevo León,0,0,4,4,47,2016
Oaxaca,0,0,0,0,47,2016
Puebla,0,0,0,0,47,2016
Querétaro,0,0,0,0,47,2016
Quintana Roo,0,0,0,0,47,2016
San Luis Potosí,0,0,0,0,47,2016
Sinaloa,0,0,0,7,47,2016
Sonora,0,0,17,18,47,2016
Tabasco,0,0,0,0,47,2016
Tamaulipas,0,0,2,1,47,2016
Tlaxcala,0,0,0,0,47,2016
Veracruz,0,0,1,3,47,2016
Yucatán,0,0,0,0,47,2016
Zacatecas,0,0,0,0,47,2016
TOTAL,0,0,38,44,47,2016
Aguascalientes,0,0,0,0,48,2016
Baja California,0,0,1,3,48,2016
Baja California Sur,0,0,0,1,48,2016
Campeche,0,0,1,0,48,2016
Coahuila,0,0,2,0,48,2016
Colima,0,0,0,0,48,2016
Chiapas,0,0,1,0,48,2016
Chihuahua,0,0,3,1,48,2016
Ciudad de México,0,0,0,0,48,2016
Durango,0,0,0,0,48,2016
Guanajuato,0,0,0,0,48,2016
Guerrero,0,0,0,0,48,2016
Hidalgo,0,0,0,0,48,2016
Jalisco,0,0,1,2,48,2016
México,0,0,0,0,48,2016
Michoacán,0,0,1,1,48,2016
