estado,1,2,3,sem,m_acum,f_acum,acum,semana,year,8,9
Colima,1.0,0.0,1.0,0.0,0.0,1.0,1.0,40,2015,0.0,
Chiapas,1.0,2.0,6.0,2.0,0.0,0.0,0.0,40,2015,0.0,
Chihuahua,0.0,5.0,2.0,1.0,0.0,2.0,0.0,40,2015,4.0,
Ciudad de México,0.0,1.0,1.0,1.0,0.0,0.0,0.0,40,2015,0.0,
Durango,0.0,0.0,0.0,2.0,0.0,0.0,0.0,40,2015,0.0,
Guanajuato,2.0,1.0,5.0,0.0,0.0,2.0,6.0,40,2015,1.0,
Guerrero,1.0,4.0,4.0,2.0,0.0,0.0,0.0,40,2015,0.0,
Hidalgo,0.0,4.0,4.0,1.0,0.0,0.0,1.0,40,2015,0.0,
Jalisco,1.0,2.0,8.0,0.0,0.0,3.0,3.0,40,2015,0.0,
México,1.0,2.0,8.0,0.0,0.0,0.0,0.0,40,2015,0.0,
Michoacán,1.0,13.0,23.0,2.0,0.0,0.0,0.0,40,2015,0.0,
Morelos,0.0,11.0,29.0,0.0,0.0,9.0,2.0,40,2015,2.0,
Nayarit,1.0,10.0,15.0,6.0,0.0,0.0,0.0,40,2015,0.0,
Nuevo León,1.0,9.0,19.0,0.0,0.0,2.0,3.0,40,2015,22.0,
Oaxaca,0.0,2.0,3.0,9.0,0.0,0.0,0.0,40,2015,0.0,
Puebla,0.0,1.0,2.0,0.0,0.0,0.0,0.0,40,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,3.0,40,2015,2.0,
San Luis Potosí,0.0,2.0,3.0,0.0,0.0,0.0,0.0,40,2015,0.0,
Sinaloa,36.0,117.0,341.0,0.0,0.0,4.0,18.0,40,2015,5.0,
Sonora,1.0,11.0,17.0,46.0,5.0,62.0,50.0,40,2015,58.0,
Tabasco,0.0,4.0,6.0,0.0,0.0,0.0,0.0,40,2015,0.0,
Tamaulipas,0.0,7.0,18.0,0.0,0.0,0.0,0.0,40,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,2015,0.0,
Veracruz,3.0,12.0,24.0,0.0,0.0,0.0,0.0,40,2015,0.0,
Yucatán,1.0,28.0,37.0,4.0,0.0,0.0,0.0,40,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40,2015,0.0,
TOTAL,55.0,336.0,712.0,155.0,26.0,155.0,185.0,40,2015,260.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,2015,0.0,
Baja California,22.0,83.0,108.0,54.0,11.0,67.0,82.0,41,2015,83.0,
Baja California Sur,2.0,9.0,23.0,20.0,0.0,1.0,2.0,41,2015,3.0,
Campeche,0.0,2.0,13.0,5.0,0.0,0.0,1.0,41,2015,0.0,
Coahuila,0.0,2.0,0.0,4.0,1.0,5.0,16.0,41,2015,83.0,
Colima,0.0,0.0,1.0,0.0,0.0,1.0,1.0,41,2015,0.0,
Chiapas,1.0,2.0,7.0,2.0,0.0,0.0,0.0,41,2015,0.0,
Chihuahua,0.0,5.0,2.0,1.0,0.0,2.0,0.0,41,2015,4.0,
Ciudad de México,0.0,1.0,1.0,1.0,0.0,0.0,0.0,41,2015,0.0,
Durango,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41,2015,0.0,
Guanajuato,1.0,1.0,6.0,0.0,0.0,2.0,6.0,41,2015,1.0,
Guerrero,1.0,4.0,5.0,2.0,0.0,0.0,0.0,41,2015,0.0,
Hidalgo,0.0,4.0,5.0,1.0,0.0,0.0,1.0,41,2015,0.0,
Jalisco,0.0,2.0,8.0,0.0,0.0,3.0,3.0,41,2015,0.0,
México,0.0,2.0,8.0,0.0,0.0,0.0,0.0,41,2015,0.0,
Michoacán,3.0,14.0,25.0,2.0,0.0,0.0,0.0,41,2015,0.0,
Morelos,3.0,13.0,30.0,0.0,0.0,9.0,2.0,41,2015,2.0,
Nayarit,0.0,10.0,15.0,6.0,0.0,0.0,0.0,41,2015,0.0,
Nuevo León,2.0,9.0,21.0,0.0,0.0,2.0,3.0,41,2015,27.0,
Oaxaca,0.0,2.0,3.0,9.0,0.0,0.0,0.0,41,2015,0.0,
Puebla,2.0,2.0,3.0,0.0,0.0,0.0,0.0,41,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,3.0,41,2015,2.0,
San Luis Potosí,0.0,2.0,3.0,0.0,0.0,0.0,0.0,41,2015,0.0,
Sinaloa,35.0,130.0,364.0,0.0,0.0,4.0,18.0,41,2015,5.0,
Sonora,1.0,11.0,18.0,47.0,4.0,65.0,51.0,41,2015,61.0,
Tabasco,0.0,4.0,6.0,0.0,0.0,0.0,0.0,41,2015,0.0,
Tamaulipas,4.0,8.0,21.0,0.0,0.0,0.0,0.0,41,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,2015,0.0,
Veracruz,4.0,12.0,28.0,0.0,0.0,0.0,0.0,41,2015,0.0,
Yucatán,0.0,28.0,37.0,4.0,0.0,0.0,0.0,41,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41,2015,0.0,
TOTAL,81.0,363.0,768.0,160.0,16.0,163.0,193.0,41,2015,271.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,2015,0.0,
Baja California,6.0,87.0,110.0,56.0,25.0,76.0,98.0,42,2015,85.0,
Baja California Sur,1.0,9.0,24.0,22.0,0.0,1.0,2.0,42,2015,3.0,
Campeche,2.0,2.0,15.0,5.0,0.0,0.0,1.0,42,2015,0.0,
Coahuila,0.0,2.0,0.0,4.0,0.0,5.0,16.0,42,2015,85.0,
Colima,0.0,0.0,1.0,0.0,0.0,1.0,1.0,42,2015,0.0,
Chiapas,0.0,2.0,7.0,2.0,0.0,0.0,0.0,42,2015,0.0,
Chihuahua,2.0,6.0,3.0,1.0,0.0,2.0,0.0,42,2015,5.0,
Ciudad de México,0.0,1.0,1.0,1.0,0.0,0.0,0.0,42,2015,0.0,
Durango,0.0,0.0,0.0,2.0,0.0,0.0,0.0,42,2015,0.0,
Guanajuato,0.0,1.0,6.0,0.0,0.0,2.0,6.0,42,2015,1.0,
Guerrero,0.0,4.0,5.0,2.0,0.0,0.0,0.0,42,2015,0.0,
Hidalgo,1.0,4.0,5.0,1.0,0.0,0.0,1.0,42,2015,0.0,
Jalisco,1.0,2.0,9.0,0.0,0.0,3.0,3.0,42,2015,0.0,
México,0.0,2.0,8.0,0.0,0.0,0.0,0.0,42,2015,0.0,
Michoacán,0.0,14.0,25.0,2.0,0.0,0.0,0.0,42,2015,0.0,
Morelos,0.0,13.0,30.0,2.0,0.0,9.0,2.0,42,2015,2.0,
Nayarit,0.0,10.0,15.0,6.0,0.0,0.0,0.0,42,2015,0.0,
Nuevo León,0.0,9.0,21.0,0.0,0.0,2.0,3.0,42,2015,28.0,
Oaxaca,1.0,3.0,3.0,9.0,0.0,0.0,0.0,42,2015,0.0,
Puebla,0.0,2.0,3.0,0.0,0.0,0.0,0.0,42,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,42,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,3.0,42,2015,2.0,
San Luis Potosí,0.0,2.0,3.0,0.0,0.0,0.0,0.0,42,2015,0.0,
Sinaloa,34.0,136.0,392.0,0.0,0.0,4.0,18.0,42,2015,5.0,
Sonora,0.0,11.0,18.0,48.0,3.0,67.0,52.0,42,2015,61.0,
Tabasco,0.0,4.0,6.0,0.0,0.0,0.0,0.0,42,2015,0.0,
Tamaulipas,3.0,10.0,22.0,0.0,0.0,0.0,0.0,42,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,2015,0.0,
Veracruz,2.0,13.0,29.0,0.0,0.0,0.0,0.0,42,2015,0.0,
Yucatán,1.0,29.0,37.0,4.0,0.0,0.0,0.0,42,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42,2015,0.0,
TOTAL,54.0,379.0,805.0,167.0,28.0,174.0,210.0,42,2015,277.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,2015,0.0,
Baja California,15.0,95.0,117.0,57.0,33.0,85.0,122.0,43,2015,86.0,
Baja California Sur,1.0,10.0,24.0,23.0,0.0,1.0,2.0,43,2015,3.0,
Campeche,3.0,3.0,17.0,5.0,0.0,0.0,1.0,43,2015,0.0,
Coahuila,0.0,2.0,0.0,4.0,1.0,6.0,16.0,43,2015,85.0,
Colima,0.0,0.0,1.0,0.0,0.0,1.0,1.0,43,2015,0.0,
Chiapas,1.0,2.0,8.0,2.0,0.0,0.0,0.0,43,2015,0.0,
Chihuahua,0.0,6.0,3.0,1.0,0.0,2.0,0.0,43,2015,5.0,
Ciudad de México,0.0,1.0,1.0,1.0,0.0,0.0,0.0,43,2015,0.0,
Durango,0.0,0.0,0.0,2.0,0.0,0.0,0.0,43,2015,0.0,
Guanajuato,0.0,1.0,6.0,0.0,0.0,2.0,6.0,43,2015,1.0,
Guerrero,0.0,4.0,5.0,2.0,0.0,0.0,0.0,43,2015,0.0,
Hidalgo,0.0,4.0,5.0,1.0,0.0,0.0,1.0,43,2015,0.0,
Jalisco,0.0,2.0,9.0,0.0,0.0,3.0,3.0,43,2015,0.0,
México,0.0,2.0,8.0,0.0,0.0,0.0,0.0,43,2015,0.0,
Michoacán,1.0,14.0,26.0,2.0,0.0,0.0,0.0,43,2015,0.0,
Morelos,1.0,14.0,30.0,2.0,0.0,9.0,2.0,43,2015,2.0,
Nayarit,0.0,10.0,15.0,6.0,0.0,0.0,0.0,43,2015,0.0,
Nuevo León,4.0,11.0,23.0,0.0,0.0,2.0,3.0,43,2015,29.0,
Oaxaca,1.0,3.0,4.0,11.0,0.0,0.0,0.0,43,2015,0.0,
Puebla,0.0,2.0,3.0,0.0,0.0,0.0,0.0,43,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,43,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,3.0,43,2015,2.0,
San Luis Potosí,0.0,2.0,3.0,0.0,0.0,0.0,0.0,43,2015,0.0,
Sinaloa,63.0,163.0,435.0,0.0,0.0,4.0,18.0,43,2015,5.0,
Sonora,2.0,11.0,20.0,53.0,1.0,71.0,64.0,43,2015,61.0,
Tabasco,0.0,4.0,6.0,0.0,0.0,0.0,0.0,43,2015,0.0,
Tamaulipas,7.0,12.0,27.0,0.0,0.0,0.0,0.0,43,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,2015,0.0,
Veracruz,4.0,15.0,31.0,0.0,0.0,0.0,0.0,43,2015,0.0,
Yucatán,1.0,29.0,38.0,4.0,0.0,0.0,0.0,43,2015,0.0,
Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43,2015,0.0,
TOTAL,104.0,423.0,872.0,176.0,35.0,188.0,246.0,43,2015,279.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,2015,0.0,
Baja California,7.0,98.0,124.0,59.0,33.0,101.0,139.0,44,2015,87.0,
Baja California Sur,2.0,10.0,26.0,24.0,1.0,2.0,2.0,44,2015,3.0,
Campeche,1.0,4.0,17.0,5.0,0.0,0.0,1.0,44,2015,0.0,
Coahuila,0.0,2.0,0.0,4.0,3.0,8.0,17.0,44,2015,87.0,
Colima,0.0,0.0,1.0,0.0,0.0,1.0,1.0,44,2015,0.0,
Chiapas,0.0,2.0,8.0,2.0,0.0,0.0,0.0,44,2015,0.0,
Chihuahua,0.0,6.0,3.0,1.0,0.0,2.0,0.0,44,2015,5.0,
Ciudad de México,0.0,1.0,1.0,1.0,0.0,0.0,0.0,44,2015,0.0,
Durango,0.0,0.0,0.0,2.0,0.0,0.0,0.0,44,2015,0.0,
Guanajuato,0.0,1.0,6.0,0.0,0.0,2.0,6.0,44,2015,1.0,
Guerrero,0.0,4.0,5.0,2.0,0.0,0.0,0.0,44,2015,0.0,
Hidalgo,0.0,4.0,5.0,1.0,0.0,0.0,1.0,44,2015,0.0,
Jalisco,0.0,2.0,8.0,0.0,0.0,3.0,3.0,44,2015,0.0,
México,0.0,2.0,8.0,0.0,0.0,0.0,0.0,44,2015,0.0,
Michoacán,1.0,15.0,26.0,2.0,0.0,0.0,0.0,44,2015,0.0,
Morelos,0.0,14.0,30.0,2.0,0.0,9.0,2.0,44,2015,4.0,
Nayarit,0.0,10.0,15.0,6.0,0.0,0.0,0.0,44,2015,0.0,
Nuevo León,2.0,11.0,25.0,0.0,0.0,2.0,3.0,44,2015,31.0,
Oaxaca,1.0,4.0,4.0,11.0,0.0,0.0,0.0,44,2015,0.0,
Puebla,0.0,2.0,3.0,0.0,0.0,0.0,0.0,44,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,44,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,3.0,44,2015,2.0,
San Luis Potosí,0.0,2.0,3.0,0.0,0.0,0.0,0.0,44,2015,0.0,
Sinaloa,42.0,173.0,467.0,0.0,0.0,4.0,18.0,44,2015,5.0,
Sonora,1.0,11.0,21.0,53.0,6.0,76.0,70.0,44,2015,65.0,
Tabasco,3.0,5.0,8.0,0.0,0.0,0.0,0.0,44,2015,0.0,
Tamaulipas,4.0,12.0,31.0,0.0,0.0,0.0,0.0,44,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,2015,0.0,
Veracruz,6.0,17.0,35.0,0.0,0.0,0.0,0.0,44,2015,0.0,
Yucatán,2.0,31.0,38.0,4.0,0.0,0.0,0.0,44,2015,0.0,
Zacatecas,1.0,0.0,1.0,1.0,0.0,0.0,4.0,44,2015,0.0,
TOTAL,73.0,444.0,926.0,180.0,43.0,212.0,270.0,44,2015,290.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,2015,0.0,
Baja California,8.0,122.0,155.0,60.0,22.0,110.0,152.0,45,2015,87.0,
Baja California Sur,3.0,11.0,28.0,26.0,0.0,2.0,2.0,45,2015,3.0,
Campeche,1.0,5.0,17.0,5.0,0.0,0.0,1.0,45,2015,0.0,
Coahuila,1.0,3.0,0.0,4.0,0.0,8.0,17.0,45,2015,87.0,
Colima,0.0,0.0,1.0,0.0,0.0,1.0,1.0,45,2015,0.0,
Chiapas,0.0,2.0,8.0,2.0,0.0,0.0,0.0,45,2015,0.0,
Chihuahua,0.0,6.0,3.0,1.0,0.0,2.0,0.0,45,2015,6.0,
Ciudad de México,0.0,1.0,1.0,1.0,0.0,0.0,0.0,45,2015,0.0,
Durango,0.0,0.0,0.0,2.0,0.0,0.0,0.0,45,2015,0.0,
Guanajuato,0.0,1.0,6.0,0.0,0.0,2.0,6.0,45,2015,1.0,
Guerrero,0.0,4.0,5.0,2.0,0.0,0.0,0.0,45,2015,0.0,
Hidalgo,0.0,5.0,6.0,3.0,0.0,0.0,1.0,45,2015,0.0,
Jalisco,0.0,2.0,8.0,0.0,0.0,3.0,3.0,45,2015,0.0,
México,0.0,2.0,8.0,0.0,0.0,0.0,0.0,45,2015,0.0,
Michoacán,4.0,15.0,30.0,2.0,0.0,0.0,0.0,45,2015,0.0,
Morelos,4.0,15.0,33.0,2.0,0.0,9.0,2.0,45,2015,4.0,
Nayarit,0.0,10.0,15.0,6.0,0.0,0.0,0.0,45,2015,0.0,
Nuevo León,1.0,12.0,25.0,0.0,0.0,2.0,3.0,45,2015,31.0,
Oaxaca,0.0,3.0,4.0,11.0,0.0,0.0,0.0,45,2015,0.0,
Puebla,0.0,2.0,3.0,0.0,0.0,0.0,0.0,45,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,45,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,3.0,45,2015,2.0,
San Luis Potosí,0.0,2.0,3.0,0.0,0.0,0.0,0.0,45,2015,0.0,
Sinaloa,28.0,176.0,492.0,0.0,1.0,4.0,19.0,45,2015,5.0,
Sonora,0.0,11.0,21.0,54.0,4.0,77.0,73.0,45,2015,67.0,
Tabasco,0.0,5.0,8.0,0.0,0.0,0.0,0.0,45,2015,0.0,
Tamaulipas,3.0,12.0,34.0,0.0,0.0,0.0,0.0,45,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,2015,0.0,
Veracruz,3.0,18.0,37.0,0.0,0.0,0.0,0.0,45,2015,0.0,
Yucatán,1.0,32.0,38.0,4.0,0.0,0.0,0.0,45,2015,0.0,
Zacatecas,0.0,0.0,1.0,1.0,0.0,0.0,4.0,45,2015,0.0,
TOTAL,57.0,478.0,997.0,186.0,27.0,222.0,287.0,45,2015,293.0,
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,2015,0.0,
Baja California,1.0,122.0,156.0,68.0,21.0,125.0,160.0,46,2015,87.0,
Baja California Sur,1.0,12.0,28.0,27.0,2.0,3.0,3.0,46,2015,3.0,
Campeche,0.0,5.0,17.0,6.0,0.0,0.0,1.0,46,2015,0.0,
Coahuila,0.0,3.0,0.0,4.0,0.0,8.0,17.0,46,2015,87.0,
Colima,0.0,0.0,1.0,0.0,0.0,1.0,1.0,46,2015,0.0,
Chiapas,0.0,2.0,8.0,2.0,0.0,0.0,0.0,46,2015,0.0,
Chihuahua,0.0,6.0,3.0,1.0,0.0,2.0,0.0,46,2015,6.0,
Ciudad de México,0.0,1.0,1.0,1.0,0.0,0.0,0.0,46,2015,0.0,
Durango,0.0,0.0,0.0,2.0,0.0,0.0,0.0,46,2015,0.0,
Guanajuato,0.0,1.0,6.0,0.0,0.0,2.0,6.0,46,2015,1.0,
Guerrero,0.0,4.0,5.0,3.0,0.0,0.0,0.0,46,2015,0.0,
Hidalgo,0.0,5.0,6.0,3.0,0.0,0.0,1.0,46,2015,0.0,
Jalisco,0.0,2.0,8.0,0.0,0.0,3.0,3.0,46,2015,0.0,
México,0.0,2.0,8.0,0.0,0.0,0.0,0.0,46,2015,0.0,
Michoacán,4.0,17.0,32.0,2.0,0.0,0.0,0.0,46,2015,0.0,
Morelos,0.0,15.0,33.0,2.0,0.0,9.0,2.0,46,2015,4.0,
Nayarit,0.0,10.0,15.0,6.0,0.0,0.0,0.0,46,2015,0.0,
Nuevo León,3.0,13.0,27.0,0.0,0.0,2.0,3.0,46,2015,31.0,
Oaxaca,0.0,3.0,4.0,11.0,0.0,0.0,0.0,46,2015,0.0,
Puebla,0.0,2.0,3.0,0.0,0.0,0.0,0.0,46,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,46,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,3.0,46,2015,2.0,
San Luis Potosí,0.0,2.0,3.0,0.0,0.0,0.0,0.0,46,2015,0.0,
Sinaloa,48.0,184.0,533.0,0.0,0.0,4.0,19.0,46,2015,5.0,
Sonora,1.0,12.0,21.0,54.0,2.0,79.0,75.0,46,2015,67.0,
Tabasco,0.0,5.0,8.0,0.0,0.0,0.0,0.0,46,2015,0.0,
Tamaulipas,1.0,12.0,35.0,0.0,0.0,0.0,0.0,46,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,2015,0.0,
Veracruz,1.0,19.0,37.0,0.0,0.0,0.0,0.0,46,2015,0.0,
Yucatán,1.0,33.0,38.0,4.0,0.0,0.0,0.0,46,2015,0.0,
Zacatecas,1.0,0.0,2.0,1.0,0.0,0.0,4.0,46,2015,0.0,
TOTAL,62.0,493.0,1.0,45.0,197.0,25.0,240.0,46,2015,298.0,293.0
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,2015,0.0,
Baja California,3.0,123.0,158.0,73.0,14.0,130.0,169.0,47,2015,89.0,
Baja California Sur,1.0,12.0,29.0,29.0,1.0,4.0,3.0,47,2015,3.0,
Campeche,0.0,5.0,17.0,6.0,0.0,0.0,1.0,47,2015,0.0,
Coahuila,0.0,3.0,0.0,4.0,1.0,8.0,18.0,47,2015,87.0,
Colima,1.0,0.0,2.0,0.0,0.0,1.0,1.0,47,2015,0.0,
Chiapas,0.0,2.0,8.0,2.0,0.0,0.0,0.0,47,2015,0.0,
Chihuahua,0.0,6.0,3.0,1.0,0.0,2.0,0.0,47,2015,6.0,
Ciudad de México,0.0,1.0,1.0,1.0,0.0,0.0,0.0,47,2015,0.0,
Durango,0.0,0.0,0.0,2.0,0.0,0.0,0.0,47,2015,0.0,
Guanajuato,0.0,1.0,6.0,0.0,0.0,2.0,6.0,47,2015,1.0,
Guerrero,0.0,4.0,5.0,3.0,0.0,0.0,0.0,47,2015,0.0,
Hidalgo,0.0,5.0,6.0,3.0,0.0,0.0,1.0,47,2015,0.0,
Jalisco,0.0,2.0,8.0,0.0,0.0,3.0,3.0,47,2015,0.0,
México,0.0,2.0,8.0,0.0,0.0,0.0,0.0,47,2015,0.0,
Michoacán,2.0,17.0,34.0,2.0,0.0,0.0,0.0,47,2015,0.0,
Morelos,0.0,15.0,33.0,2.0,0.0,9.0,2.0,47,2015,4.0,
Nayarit,0.0,10.0,15.0,6.0,0.0,0.0,0.0,47,2015,0.0,
Nuevo León,3.0,13.0,30.0,0.0,0.0,2.0,3.0,47,2015,31.0,
Oaxaca,1.0,3.0,5.0,12.0,0.0,0.0,0.0,47,2015,0.0,
Puebla,0.0,2.0,3.0,0.0,0.0,0.0,0.0,47,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,47,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,3.0,47,2015,2.0,
San Luis Potosí,0.0,2.0,3.0,0.0,0.0,0.0,0.0,47,2015,0.0,
Sinaloa,15.0,192.0,540.0,0.0,0.0,4.0,19.0,47,2015,5.0,
Sonora,0.0,12.0,21.0,56.0,3.0,81.0,78.0,47,2015,69.0,
Tabasco,0.0,5.0,8.0,0.0,0.0,0.0,0.0,47,2015,0.0,
Tamaulipas,3.0,13.0,37.0,0.0,0.0,0.0,0.0,47,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,2015,0.0,
Veracruz,4.0,21.0,40.0,0.0,0.0,0.0,0.0,47,2015,0.0,
Yucatán,0.0,33.0,38.0,5.0,0.0,0.0,0.0,47,2015,0.0,
Zacatecas,0.0,0.0,2.0,1.0,0.0,0.0,4.0,47,2015,0.0,
TOTAL,33.0,505.0,1.0,67.0,208.0,19.0,248.0,47,2015,311.0,297.0
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,2015,0.0,
Baja California,1.0,123.0,159.0,73.0,9.0,137.0,171.0,48,2015,90.0,
Baja California Sur,1.0,13.0,29.0,29.0,0.0,4.0,3.0,48,2015,3.0,
Campeche,1.0,5.0,18.0,6.0,0.0,0.0,1.0,48,2015,0.0,
Coahuila,1.0,5.0,3.0,4.0,1.0,9.0,18.0,48,2015,87.0,
Colima,0.0,0.0,2.0,0.0,0.0,1.0,1.0,48,2015,0.0,
Chiapas,0.0,2.0,8.0,2.0,0.0,0.0,0.0,48,2015,0.0,
Chihuahua,0.0,6.0,3.0,1.0,0.0,2.0,0.0,48,2015,6.0,
Ciudad de México,0.0,1.0,1.0,1.0,0.0,0.0,0.0,48,2015,0.0,
Durango,0.0,0.0,0.0,2.0,0.0,0.0,0.0,48,2015,0.0,
Guanajuato,2.0,3.0,6.0,0.0,0.0,2.0,6.0,48,2015,2.0,
Guerrero,0.0,4.0,5.0,4.0,0.0,0.0,0.0,48,2015,0.0,
Hidalgo,0.0,5.0,6.0,3.0,0.0,0.0,1.0,48,2015,0.0,
Jalisco,0.0,2.0,8.0,0.0,0.0,3.0,3.0,48,2015,0.0,
México,1.0,3.0,8.0,0.0,0.0,0.0,0.0,48,2015,0.0,
Michoacán,3.0,17.0,37.0,2.0,0.0,0.0,0.0,48,2015,0.0,
Morelos,3.0,15.0,36.0,2.0,0.0,9.0,2.0,48,2015,4.0,
Nayarit,0.0,10.0,15.0,6.0,0.0,0.0,0.0,48,2015,0.0,
Nuevo León,1.0,14.0,30.0,0.0,0.0,2.0,3.0,48,2015,31.0,
Oaxaca,0.0,3.0,5.0,12.0,0.0,0.0,0.0,48,2015,0.0,
Puebla,0.0,2.0,3.0,0.0,0.0,0.0,0.0,48,2015,0.0,
Querétaro,0.0,0.0,2.0,0.0,0.0,0.0,0.0,48,2015,0.0,
Quintana Roo,0.0,1.0,5.0,0.0,0.0,2.0,3.0,48,2015,2.0,
San Luis Potosí,0.0,2.0,3.0,1.0,0.0,0.0,0.0,48,2015,0.0,
Sinaloa,27.0,198.0,575.0,0.0,0.0,4.0,19.0,48,2015,5.0,
Sonora,0.0,12.0,21.0,56.0,5.0,86.0,78.0,48,2015,69.0,
Tabasco,0.0,5.0,8.0,0.0,0.0,0.0,0.0,48,2015,0.0,
Tamaulipas,0.0,13.0,37.0,0.0,0.0,0.0,0.0,48,2015,0.0,
Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,2015,0.0,
Veracruz,2.0,23.0,40.0,0.0,0.0,0.0,0.0,48,2015,0.0,
Yucatán,0.0,33.0,38.0,5.0,0.0,0.0,0.0,48,2015,0.0,
Zacatecas,0.0,0.0,2.0,1.0,0.0,0.0,4.0,48,2015,0.0,
TOTAL,43.0,520.0,1.0,113.0,210.0,15.0,261.0,48,2015,313.0,299.0
Aguascalientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,2015,0.0,
Baja California,0.0,23.0,19.0,0.0,0.0,6.0,7.0,49,2015,0.0,
Baja California Sur,0.0,0.0,0.0,0.0,0.0,1.0,8.0,49,2015,0.0,
Campeche,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49,2015,0.0,
Coahuila,0.0,2.0,0.0,0.0,0.0,4.0,2.0,49,2015,0.0,
Colima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,2015,0.0,
Chiapas,0.0,0.0,0.0,0.0,0.0,0.0,2.0,49,2015,0.0,
Chihuahua,0.0,6.0,9.0,0.0,0.0,4.0,4.0,49,2015,0.0,
Ciudad de México,0.0,0.0,1.0,0.0,0.0,1.0,1.0,49,2015,0.0,
Durango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,2015,0.0,
Guanajuato,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49,2015,0.0,
Guerrero,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49,2015,0.0,
Hidalgo,0.0,0.0,0.0,0.0,0.0,2.0,3.0,49,2015,0.0,
Jalisco,0.0,0.0,0.0,0.0,0.0,4.0,6.0,49,2015,0.0,
México,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,2015,0.0,
Michoacán,0.0,0.0,0.0,0.0,0.0,1.0,7.0,49,2015,0.0,
Morelos,0.0,0.0,0.0,0.0,0.0,13.0,10.0,49,2015,0.0,
Nayarit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,2015,0.0,
Nuevo León,0.0,0.0,0.0,0.0,1.0,11.0,18.0,49,2015,0.0,
Oaxaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,2015,0.0,
Puebla,0.0,0.0,0.0,0.0,0.0,2.0,2.0,49,2015,0.0,
Querétaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,2015,0.0,
Quintana Roo,0.0,0.0,0.0,0.0,0.0,3.0,2.0,49,2015,0.0,
